,id,name,position,team,status,now_cost,total_points,selected_by_percent,news,minutes,starts,points_per_game,goals_scored,expected_goals,expected_goals_per_90,expected_goal_involvements,expected_goal_involvements_per_90,goals_conceded,goals_conceded_per_90,expected_goals_conceded,expected_goals_conceded_per_90,assists,expected_assists,expected_assists_per_90,yellow_cards,saves,saves_per_90,clean_sheets,clean_sheets_per_90,bonus,form,threat,creativity,influence,penalties_order,direct_freekicks_order,corners_and_indirect_freekicks_order
430,291,Alisson Ramses Becker,GKP,Liverpool,a,5.7,107,9.7,,2520,28,3.8,0,0.0,0.0,0.0,0.0,30,1.07,35.21,1.26,0,0.0,0.0,1,83,2.96,8,0.29,9,3.5,0.0,10.4,671.2,,,
431,292,Stefan Bajcetic,MID,Liverpool,a,4.7,1,0.0,,25,0,1.0,0,0.0,0.0,0.0,0.0,2,7.2,0.88,3.17,0,0.0,0.0,0,0,0.0,0,0.0,0,0.0,0.0,0.3,7.8,,,
432,293,Darwin Núñez Ribeiro,FWD,Liverpool,a,7.5,132,11.7,,2033,22,3.7,11,16.23,0.72,20.6,0.91,25,1.11,25.33,1.12,11,4.37,0.19,9,0,0.0,6,0.27,9,1.0,1223.0,439.1,660.8,3.0,,
433,294,Diogo Teixeira da Silva,MID,Liverpool,a,7.9,110,1.7,,1141,14,5.2,10,5.24,0.41,6.99,0.55,11,0.87,15.21,1.2,7,1.75,0.14,1,0,0.0,5,0.39,7,0.0,639.0,290.2,483.8,,,
434,295,Harvey Elliott,MID,Liverpool,a,4.8,96,0.4,,1330,11,2.8,3,2.72,0.18,7.4,0.5,13,0.88,19.29,1.31,9,4.68,0.32,2,0,0.0,4,0.27,8,5.0,391.0,570.0,417.2,,,6.0
436,297,Cody Gakpo,FWD,Liverpool,a,7.1,106,3.1,,1633,17,3.0,8,9.07,0.5,11.78,0.65,20,1.1,23.9,1.32,5,2.71,0.15,1,0,0.0,5,0.28,12,4.0,708.0,348.2,521.4,,,
437,298,Joe Gomez,DEF,Liverpool,a,4.5,76,1.3,,1772,17,2.4,0,1.02,0.05,2.09,0.1,19,0.97,27.08,1.38,2,1.07,0.05,5,0,0.0,7,0.36,2,2.0,119.0,338.3,316.0,,,
439,300,Curtis Jones,MID,Liverpool,a,4.9,40,0.1,,1156,14,1.7,1,2.74,0.21,3.78,0.29,19,1.48,19.42,1.51,1,1.04,0.08,3,0,0.0,2,0.16,2,1.0,195.0,203.2,174.0,,,
440,301,Caoimhin Kelleher,GKP,Liverpool,a,3.6,34,3.9,,900,10,3.4,0,0.0,0.0,0.01,0.0,11,1.1,10.33,1.03,0,0.01,0.0,0,28,2.8,2,0.2,3,0.0,0.0,10.0,261.2,,,
441,302,Ibrahima Konaté,DEF,Liverpool,a,4.9,56,2.0,,1570,17,2.5,0,0.7,0.04,1.17,0.07,19,1.09,21.42,1.23,0,0.47,0.03,3,0,0.0,6,0.34,2,0.0,87.0,139.9,357.4,,,
442,303,Luis Díaz,MID,Liverpool,a,7.6,142,10.0,,2625,32,3.8,8,12.08,0.41,16.81,0.57,33,1.13,35.22,1.21,7,4.73,0.16,3,0,0.0,7,0.24,9,2.5,1190.0,844.0,613.0,,,
443,304,Alexis Mac Allister,MID,Liverpool,a,5.9,109,3.9,,2600,31,3.3,5,3.59,0.12,8.48,0.29,34,1.18,37.16,1.29,5,4.89,0.17,7,0,0.0,6,0.21,12,5.5,224.0,726.7,712.4,,,5.0
444,305,Joel Matip,DEF,Liverpool,i,4.8,21,0.3,Knee injury - Expected back 19 May,779,9,2.1,0,0.48,0.06,0.59,0.07,9,1.04,11.21,1.3,0,0.11,0.01,2,0,0.0,2,0.23,0,0.0,35.0,33.3,192.8,,,
446,307,Andrew Robertson,DEF,Liverpool,a,6.5,76,4.2,,1689,18,3.3,3,1.9,0.1,6.3,0.33,22,1.17,22.83,1.22,2,4.4,0.23,2,0,0.0,3,0.16,8,4.0,230.0,936.1,552.2,,,2.0
447,308,Mohamed Salah,MID,Liverpool,a,13.4,211,24.0,,2531,28,6.6,18,20.89,0.74,28.36,1.01,30,1.07,32.22,1.15,12,7.47,0.27,2,0,0.0,8,0.28,24,4.0,1531.0,892.2,1033.8,2.0,4.0,
448,309,Dominik Szoboszlai,MID,Liverpool,a,7.1,99,3.3,,2102,25,3.0,3,3.64,0.16,8.77,0.38,23,0.98,25.06,1.07,4,5.13,0.22,1,0,0.0,8,0.34,7,1.0,377.0,830.0,423.4,,2.0,4.0
449,310,Thiago Alcántara do Nascimento,MID,Liverpool,d,4.7,1,0.1,Lack of match fitness - 25% chance of playing,5,0,1.0,0,0.0,0.0,0.0,0.0,1,18.0,0.03,0.54,0,0.0,0.0,0,0,0.0,0,0.0,0,0.0,0.0,0.4,0.6,,,
450,311,Konstantinos Tsimikas,DEF,Liverpool,a,4.3,48,1.1,,675,8,3.7,0,0.09,0.01,1.35,0.18,7,0.93,8.46,1.13,3,1.26,0.17,0,0,0.0,4,0.53,4,0.0,35.0,267.5,158.8,,,3.0
452,313,Virgil van Dijk,DEF,Liverpool,a,6.6,117,17.7,,3177,36,3.2,2,2.88,0.08,3.92,0.11,40,1.13,45.72,1.3,2,1.04,0.03,3,0,0.0,9,0.25,8,3.5,449.0,176.3,911.2,,3.0,
453,626,Jarell Quansah,DEF,Liverpool,a,4.0,49,0.5,,1188,13,2.9,2,1.04,0.08,1.23,0.09,15,1.14,14.28,1.08,0,0.19,0.01,1,0,0.0,2,0.15,5,12.0,104.0,58.8,331.6,,,
454,627,Bobby Clark,MID,Liverpool,a,4.4,5,0.0,,86,1,1.0,0,0.14,0.15,0.15,0.16,0,0.0,1.75,1.83,0,0.01,0.01,0,0,0.0,0,0.0,0,0.0,19.0,5.3,11.6,,,
455,628,Ben Doak,MID,Liverpool,i,4.3,1,0.0,Knee injury - Unknown return date,13,0,1.0,0,0.0,0.0,0.0,0.0,0,0.0,0.14,0.97,0,0.0,0.0,0,0,0.0,0,0.0,0,0.0,0.0,0.8,0.2,,,
456,629,James McConnell,MID,Liverpool,a,4.4,3,0.0,,3,0,1.0,0,0.0,0.0,0.0,0.0,0,0.0,0.01,0.3,0,0.0,0.0,0,0,0.0,0,0.0,0,0.0,0.0,0.4,1.0,,,
457,668,Wataru Endo,MID,Liverpool,a,5.4,47,0.1,,1714,20,1.6,1,0.51,0.03,2.04,0.11,16,0.84,22.42,1.18,0,1.53,0.08,10,0,0.0,6,0.32,0,2.0,53.0,269.5,281.6,,,
458,708,Ryan Gravenberch,MID,Liverpool,a,5.0,45,0.1,,1110,12,1.7,1,2.08,0.17,3.43,0.28,17,1.38,15.05,1.22,0,1.35,0.11,0,0,0.0,3,0.24,3,1.0,198.0,229.4,187.0,,,
460,728,Callum Scanlon,DEF,Liverpool,a,3.9,0,0.0,,0,0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,,,
461,743,Treymaurice Nyoni,MID,Liverpool,a,4.5,0,0.0,,0,0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,,,
463,757,Conor Bradley,DEF,Liverpool,a,4.1,50,2.1,,752,10,4.5,1,0.91,0.11,2.15,0.26,7,0.84,7.47,0.89,3,1.24,0.15,2,0,0.0,3,0.36,7,0.5,160.0,215.8,230.4,,,
465,783,Kaide Gordon,MID,Liverpool,a,4.5,1,0.0,,1,0,1.0,0,0.0,0.0,0.0,0.0,0,0.0,0.44,39.6,0,0.0,0.0,0,0,0.0,0,0.0,0,0.0,2.0,0.3,0.2,,,
466,812,Lewis Koumas,FWD,Liverpool,a,4.5,0,0.0,,0,0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,,,
467,813,Fabian Mrozek,GKP,Liverpool,a,4.0,0,0.0,,0,0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,,,
468,824,Jayden Danns,FWD,Liverpool,a,4.3,1,0.0,,7,0,0.5,0,0.0,0.0,0.01,0.13,0,0.0,0.13,1.67,0,0.01,0.13,1,0,0.0,0,0.0,0,0.0,0.0,3.7,0.0,,,
469,837,Amara Nallo,DEF,Liverpool,a,4.0,0,0.0,,0,0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,,,
470,21,Albert Sambi Lokonga,MID,Luton Town,a,4.9,47,0.0,,1304,16,2.8,1,0.55,0.04,1.34,0.09,31,2.14,25.2,1.74,3,0.79,0.05,4,0,0.0,2,0.14,4,5.0,56.0,154.9,289.8,,,
471,52,Marvelous Nakamba,MID,Luton Town,i,4.3,21,0.4,Knee injury - Expected back 01 Jun,1131,13,1.6,0,0.18,0.01,0.67,0.05,24,1.91,26.26,2.09,0,0.49,0.04,5,0,0.0,0,0.0,0,0.0,14.0,102.8,146.4,,,
472,314,Elijah Adebayo,FWD,Luton Town,a,4.8,94,1.0,,1405,16,3.5,10,5.47,0.35,5.91,0.38,36,2.31,29.29,1.88,1,0.44,0.03,1,0,0.0,2,0.13,9,2.0,527.0,177.0,413.6,2.0,,
473,315,Mads Juel Andersen,DEF,Luton Town,d,3.8,15,0.5,Calf injury - 25% chance of playing,397,4,1.9,1,0.26,0.06,0.26,0.06,6,1.36,7.64,1.73,0,0.0,0.0,1,0,0.0,0,0.0,1,0.0,27.0,1.8,126.8,,,
474,316,Amari'i Bell,DEF,Luton Town,i,3.8,35,2.2,Hamstring injury - Expected back 01 Jun,1720,21,1.7,0,0.38,0.02,0.81,0.04,41,2.15,38.68,2.02,0,0.43,0.02,0,0,0.0,2,0.1,3,0.0,50.0,119.6,358.2,,,
475,317,Luke Berry,MID,Luton Town,a,4.6,31,0.0,,309,2,1.8,2,0.99,0.29,1.14,0.33,8,2.33,9.8,2.85,1,0.15,0.04,1,0,0.0,0,0.0,0,0.5,117.0,29.7,112.6,,,2.0
476,318,Reece Burke,DEF,Luton Town,i,4.0,40,0.2,Achilles injury - Expected back 01 Jun,1659,20,1.8,0,1.86,0.1,2.78,0.15,37,2.01,36.53,1.98,4,0.92,0.05,5,0,0.0,1,0.05,2,0.0,131.0,172.4,406.4,,,
478,320,Jordan Clark,MID,Luton Town,a,4.8,44,0.0,,1297,14,1.9,1,1.1,0.08,2.29,0.16,41,2.85,31.01,2.15,1,1.19,0.08,4,0,0.0,1,0.07,3,1.0,177.0,187.5,198.8,,,
479,321,Alfie Doughty,DEF,Luton Town,a,4.3,101,6.2,,2923,34,2.7,2,1.39,0.04,6.94,0.21,74,2.28,67.6,2.08,10,5.55,0.17,5,0,0.0,2,0.06,11,4.5,318.0,1126.0,690.4,,3.0,1.0
484,326,Carlton Morris,FWD,Luton Town,a,4.7,146,4.3,,2859,32,3.8,11,11.53,0.36,13.05,0.41,72,2.27,67.19,2.12,6,1.52,0.05,4,0,0.0,3,0.09,18,3.0,908.0,305.6,620.2,1.0,,
486,328,Chiedozie Ogbene,FWD,Luton Town,a,4.8,84,0.1,,1987,20,2.8,4,4.47,0.2,7.97,0.36,47,2.13,46.3,2.1,4,3.5,0.16,1,0,0.0,2,0.09,7,4.5,486.0,378.3,412.6,,,
487,329,Fred Onyedinma,MID,Luton Town,a,5.0,11,0.0,,403,4,1.4,0,0.15,0.03,0.57,0.12,14,3.13,11.15,2.49,0,0.42,0.09,1,0,0.0,0,0.0,0,1.0,71.0,32.8,36.2,,,
488,330,Gabriel Osho,DEF,Luton Town,a,4.4,41,0.1,,1846,21,2.0,2,1.09,0.05,1.25,0.06,47,2.29,45.02,2.19,0,0.16,0.01,3,0,0.0,2,0.1,1,0.5,103.0,37.9,448.6,,,
491,333,Dan Potts,DEF,Luton Town,d,3.9,0,0.1,Hamstring injury - 25% chance of playing,0,0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,,,
493,335,James Shea,GKP,Luton Town,a,4.2,1,0.1,,14,0,1.0,0,0.0,0.0,0.0,0.0,0,0.0,0.43,2.76,0,0.0,0.0,0,2,12.86,0,0.0,0,0.5,0.0,0.0,11.0,,,
498,340,Cauley Woodrow,FWD,Luton Town,a,4.3,33,0.6,,406,2,1.4,1,1.32,0.29,2.17,0.48,11,2.44,10.92,2.42,1,0.85,0.19,2,0,0.0,0,0.0,3,1.0,103.0,127.1,127.0,3.0,,
499,393,Teden Mengi,DEF,Luton Town,a,3.9,42,1.5,,2467,28,1.4,1,0.54,0.02,1.1,0.04,59,2.15,55.92,2.04,0,0.56,0.02,3,0,0.0,1,0.04,1,1.0,95.0,83.0,579.6,,,
501,575,Tom Lockyer,DEF,Luton Town,i,4.2,23,0.1,Illness - Unknown return date,1169,14,1.6,1,0.99,0.08,1.28,0.1,23,1.77,27.64,2.13,1,0.29,0.02,4,0,0.0,0,0.0,1,0.0,80.0,39.2,286.2,,,
502,582,Pelly Ruddock Mpanzu,MID,Luton Town,a,4.6,35,0.0,,1085,11,1.3,0,0.6,0.05,2.01,0.17,29,2.41,29.41,2.44,0,1.41,0.12,1,0,0.0,1,0.08,0,0.5,70.0,102.3,108.8,,,
503,586,Tahith Chong,MID,Luton Town,a,4.4,78,0.2,,1972,20,2.4,4,2.7,0.12,4.03,0.18,51,2.33,47.8,2.18,2,1.33,0.06,4,0,0.0,0,0.0,3,2.0,310.0,206.3,303.6,,,
504,602,Issa Kaboré,DEF,Luton Town,i,4.0,34,1.9,Ankle injury - Expected back 01 Jun,1727,21,1.4,0,0.22,0.01,2.09,0.11,39,2.03,38.04,1.98,3,1.87,0.1,7,0,0.0,0,0.0,3,0.0,62.0,253.0,326.6,,,
505,614,Thomas Kaminski,GKP,Luton Town,a,4.5,86,0.7,,3405,38,2.3,0,0.0,0.0,0.04,0.0,85,2.25,79.15,2.09,0,0.04,0.0,3,144,3.81,2,0.05,3,1.0,0.0,10.0,1116.6,,,
506,630,Ross Barkley,MID,Luton Town,i,4.5,101,0.9,Calf injury - Expected back 01 Jun,2616,30,3.2,5,3.91,0.13,6.64,0.22,66,2.27,60.84,2.09,5,2.73,0.09,6,0,0.0,2,0.07,4,0.0,379.0,622.8,687.4,,1.0,3.0
507,631,Jacob Brown,FWD,Luton Town,i,4.9,39,0.1,Knee injury - Expected back 01 Jun,1013,12,2.1,2,2.81,0.25,3.25,0.29,26,2.31,27.75,2.47,1,0.44,0.04,4,0,0.0,1,0.09,3,0.0,249.0,116.4,162.6,,,
509,665,Tim Krul,GKP,Luton Town,a,4.4,0,0.1,,0,0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,,,
510,682,Joseph Johnson,DEF,Luton Town,a,4.0,0,0.0,,75,0,0.0,0,0.0,0.0,0.0,0.0,5,6.0,1.82,2.18,0,0.0,0.0,1,0,0.0,0,0.0,0,-0.5,0.0,0.9,1.0,,,
511,727,Andros Townsend,MID,Luton Town,a,5.0,61,0.1,,1197,14,2.3,1,1.48,0.11,3.28,0.25,27,2.03,26.2,1.97,4,1.8,0.14,1,0,0.0,3,0.23,3,0.5,148.0,293.6,221.4,,2.0,
513,734,Zack Nelson,MID,Luton Town,a,4.5,2,0.0,,4,0,1.0,0,0.0,0.0,0.0,0.0,1,22.5,1.0,22.5,0,0.0,0.0,0,0,0.0,0,0.0,0,0.0,0.0,0.1,2.0,,,
514,798,Daiki Hashioka,DEF,Luton Town,a,4.0,4,0.0,,592,6,0.4,0,0.1,0.02,0.36,0.06,21,3.19,12.83,1.95,0,0.26,0.04,0,0,0.0,0,0.0,0,0.0,8.0,51.9,101.4,,,
515,831,Axel Piesold,MID,Luton Town,a,4.5,0,0.0,,0,0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,,,
516,839,Dominic Dos Santos Martins,MID,Luton Town,a,4.5,0,0.0,,0,0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,,,
517,844,Christian Chigozie,DEF,Luton Town,a,4.0,0,0.0,,0,0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,,,
518,848,Taylan Harris,FWD,Luton Town,a,4.5,0,0.0,,0,0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,,,
519,341,Manuel Akanji,DEF,Manchester City,a,5.0,112,5.6,,2512,28,3.7,2,1.77,0.06,3.56,0.12,23,0.82,25.72,0.92,0,1.79,0.06,2,0,0.0,11,0.39,8,4.7,137.0,298.7,536.4,,,
520,342,Nathan Aké,DEF,Manchester City,a,5.0,99,5.2,,2039,24,3.4,2,2.47,0.11,3.61,0.16,20,0.88,21.14,0.93,3,1.14,0.05,0,0,0.0,6,0.26,6,0.7,249.0,197.7,447.2,,,
521,343,Julián Álvarez,FWD,Manchester City,a,6.4,158,15.4,,2644,31,4.4,11,13.07,0.44,19.35,0.65,24,0.82,25.52,0.87,11,6.28,0.21,2,0,0.0,12,0.41,17,2.0,992.0,1005.2,737.0,3.0,2.0,2.0
522,344,Bernardo Veiga de Carvalho e Silva,MID,Manchester City,a,6.2,141,2.9,,2576,29,4.3,6,3.54,0.12,11.59,0.4,26,0.91,26.4,0.92,9,8.05,0.28,8,0,0.0,10,0.35,20,7.7,570.0,959.5,747.4,,,4.0
523,345,Oscar Bobb,MID,Manchester City,a,4.4,30,0.1,,294,2,2.1,1,1.5,0.46,2.6,0.8,5,1.53,2.91,0.89,2,1.1,0.34,0,0,0.0,1,0.31,2,0.3,107.0,147.1,105.4,,,
525,347,Scott Carson,GKP,Manchester City,a,3.8,0,0.1,,0,0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,,,
527,349,Kevin De Bruyne,MID,Manchester City,a,10.6,98,16.6,,1219,15,5.4,4,2.4,0.18,9.3,0.69,8,0.59,10.92,0.81,10,6.9,0.51,2,0,0.0,7,0.52,11,4.7,406.0,901.1,527.6,4.0,1.0,1.0
528,350,Rúben Gato Alves Dias,DEF,Manchester City,a,5.5,88,7.2,,2557,28,2.9,0,1.38,0.05,3.31,0.12,28,0.99,25.12,0.88,0,1.93,0.07,0,0,0.0,9,0.32,3,5.3,225.0,208.5,578.4,,,
529,352,Ederson Santana de Moraes,GKP,Manchester City,i,5.5,112,13.1,Eye Injury - Expected back 01 Jun,2785,33,3.4,0,0.0,0.0,0.03,0.0,27,0.87,27.43,0.89,0,0.03,0.0,5,57,1.84,11,0.36,5,4.3,0.0,10.0,551.8,,,
530,353,Phil Foden,MID,Manchester City,a,8.5,230,43.3,,2860,33,6.6,19,10.17,0.32,17.12,0.54,27,0.85,28.51,0.9,8,6.95,0.22,2,0,0.0,14,0.44,31,8.7,1172.0,1157.8,1154.8,,,3.0
531,354,Jack Grealish,MID,Manchester City,a,7.2,50,1.5,,998,10,2.5,3,2.17,0.2,4.86,0.44,13,1.17,12.58,1.13,1,2.69,0.24,6,0,0.0,3,0.27,6,0.0,295.0,384.1,240.4,,,
532,355,Erling Haaland,FWD,Manchester City,a,14.3,217,73.6,,2553,29,7.0,27,29.57,1.04,31.75,1.12,25,0.88,25.65,0.9,8,2.18,0.08,1,0,0.0,11,0.39,29,5.7,1581.0,367.2,1094.6,1.0,3.0,
533,356,Mateo Kovačić,MID,Manchester City,a,4.6,59,0.3,,1539,16,2.0,1,1.24,0.07,2.9,0.17,14,0.82,13.55,0.79,0,1.66,0.1,4,0,0.0,9,0.53,2,2.0,129.0,365.9,265.0,,,
535,358,Rico Lewis,DEF,Manchester City,a,4.2,52,0.4,,804,8,3.2,2,0.63,0.07,1.88,0.21,9,1.01,8.73,0.98,0,1.25,0.14,1,0,0.0,4,0.45,2,0.3,114.0,195.9,148.0,,,
537,361,Stefan Ortega Moreno,GKP,Manchester City,a,3.6,22,2.3,,632,5,2.4,0,0.0,0.0,0.0,0.0,7,1.0,7.17,1.02,0,0.0,0.0,0,20,2.85,1,0.14,2,1.3,0.0,0.0,171.2,,,
539,365,Rodrigo Hernandez,MID,Manchester City,a,5.6,159,6.1,,2931,34,4.7,8,3.99,0.12,10.14,0.31,26,0.8,29.89,0.92,10,6.15,0.19,8,0,0.0,14,0.43,19,4.7,484.0,894.8,1043.8,,,
540,366,Sergio Gómez,DEF,Manchester City,a,3.8,9,1.0,,48,0,1.5,0,0.32,0.6,0.51,0.96,2,3.75,1.42,2.66,1,0.19,0.36,0,0,0.0,0,0.0,0,0.0,10.0,23.0,22.6,,,
542,368,John Stones,DEF,Manchester City,a,5.3,53,3.1,,1061,12,3.3,1,1.06,0.09,1.46,0.12,9,0.76,12.27,1.04,0,0.4,0.03,2,0,0.0,5,0.42,3,0.0,70.0,128.4,188.4,,,
543,369,Kyle Walker,DEF,Manchester City,a,5.5,123,15.1,,2766,30,3.8,0,0.4,0.01,3.6,0.11,29,0.94,28.61,0.93,5,3.2,0.1,2,0,0.0,10,0.33,13,5.0,126.0,534.1,465.4,,,
544,566,Matheus Luiz Nunes,MID,Manchester City,a,4.7,32,0.1,,831,9,1.7,0,0.89,0.1,2.6,0.29,13,1.41,10.39,1.13,2,1.71,0.19,0,0,0.0,2,0.22,1,0.0,150.0,221.3,146.0,,,
545,616,Joško Gvardiol,DEF,Manchester City,a,5.2,123,18.1,,2327,26,4.4,4,3.14,0.12,5.23,0.2,23,0.89,23.88,0.92,2,2.09,0.08,3,0,0.0,9,0.35,12,9.7,389.0,362.2,544.4,,,
546,678,Jérémy Doku,MID,Manchester City,a,6.4,98,1.9,,1585,18,3.4,3,2.57,0.15,8.42,0.48,19,1.08,16.21,0.92,10,5.85,0.33,3,0,0.0,1,0.06,13,3.3,875.0,640.2,524.2,,,
547,762,Mahamadou Susoho,MID,Manchester City,a,4.5,0,0.0,,0,0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,,,
548,771,Micah Hamilton,MID,Manchester City,a,4.5,0,0.0,,0,0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,,,
549,814,Jacob Wright,MID,Manchester City,a,4.5,0,0.0,,0,0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,,,
550,209,Mason Mount,MID,Manchester Utd,d,6.8,23,0.8,Knock - 50% chance of playing,509,5,1.6,1,0.37,0.07,0.74,0.14,13,2.3,9.95,1.76,0,0.37,0.07,2,0,0.0,1,0.18,0,0.5,64.0,107.6,105.8,,,
552,371,Amad Diallo,MID,Manchester Utd,a,4.4,23,0.1,,385,3,2.6,1,0.53,0.12,1.0,0.23,6,1.4,7.66,1.79,1,0.47,0.11,1,0,0.0,1,0.23,3,4.5,114.0,123.8,117.0,,,
553,372,Antony Matheus dos Santos,MID,Manchester Utd,a,6.8,47,0.6,,1311,15,1.6,1,3.38,0.23,5.21,0.36,26,1.78,25.18,1.73,1,1.83,0.13,5,0,0.0,3,0.21,0,0.5,347.0,327.7,247.8,,,
554,373,Bruno Borges Fernandes,MID,Manchester Utd,a,8.5,166,14.6,,3118,35,4.7,10,9.73,0.28,19.96,0.58,52,1.5,63.99,1.85,9,10.23,0.3,9,0,0.0,7,0.2,24,1.2,748.0,1663.0,1101.6,1.0,1.0,2.0
557,376,Carlos Henrique Casimiro,MID,Manchester Utd,a,5.3,58,1.9,,1981,24,2.3,1,3.64,0.17,4.84,0.22,34,1.54,40.58,1.84,3,1.2,0.05,7,0,0.0,5,0.23,0,2.5,323.0,247.9,628.4,,,
558,377,Diogo Dalot Teixeira,DEF,Manchester Utd,a,5.2,111,7.4,,3174,35,3.1,2,1.67,0.05,4.05,0.12,55,1.56,64.76,1.84,3,2.38,0.07,4,0,0.0,8,0.23,13,4.5,212.0,590.8,738.6,,,
559,379,Christian Eriksen,MID,Manchester Utd,a,5.8,48,0.4,,1134,12,2.2,1,0.97,0.08,3.43,0.28,27,2.14,20.08,1.59,2,2.46,0.2,1,0,0.0,2,0.16,4,2.0,93.0,400.5,255.4,,4.0,3.0
562,382,Alejandro Garnacho,MID,Manchester Utd,a,5.0,131,9.8,,2564,30,3.6,7,8.23,0.29,11.04,0.39,39,1.37,51.56,1.81,7,2.81,0.1,4,0,0.0,8,0.28,7,2.2,1103.0,616.8,527.2,,,
564,384,Tom Heaton,GKP,Manchester Utd,a,3.9,0,0.1,,0,0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,,,
565,386,Victor Lindelöf,DEF,Manchester Utd,d,4.5,62,0.2,Lack of match fitness - 50% chance of playing,1328,14,3.3,1,0.69,0.05,1.12,0.08,16,1.08,25.99,1.76,1,0.43,0.03,2,0,0.0,5,0.34,7,0.0,105.0,125.9,263.8,,,
566,387,Harry Maguire,DEF,Manchester Utd,i,4.3,73,1.3,Muscle injury - Expected back 01 Jun,1650,18,3.3,2,1.94,0.11,2.91,0.16,29,1.58,36.68,2.0,4,0.97,0.05,3,0,0.0,4,0.22,6,0.0,192.0,90.9,493.4,,,
567,388,Kobbie Mainoo,MID,Manchester Utd,a,4.4,77,0.9,,1927,24,3.2,3,0.87,0.04,2.22,0.1,31,1.45,42.97,2.01,1,1.35,0.06,3,0,0.0,7,0.33,8,4.0,134.0,256.7,413.4,,,
568,389,Tyrell Malacia,DEF,Manchester Utd,i,4.3,0,0.0,Knee injury - Unknown return date,0,0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,,,
569,390,Anthony Martial,FWD,Manchester Utd,d,6.4,25,0.3,Lack of match fitness - 50% chance of playing,439,5,1.9,1,1.24,0.25,1.38,0.28,6,1.23,8.54,1.75,1,0.14,0.03,0,0,0.0,1,0.21,2,0.0,97.0,85.0,67.2,2.0,,
570,391,Lisandro Martínez,DEF,Manchester Utd,a,4.7,15,2.1,,643,8,1.4,0,0.0,0.0,0.08,0.01,12,1.68,11.65,1.63,1,0.08,0.01,3,0,0.0,1,0.14,0,0.5,4.0,45.7,144.4,,,
571,392,Scott McTominay,MID,Manchester Utd,a,4.5,98,0.8,,1891,18,3.1,7,6.0,0.29,6.4,0.31,30,1.43,39.95,1.9,1,0.41,0.02,2,0,0.0,7,0.33,5,1.8,492.0,179.5,539.4,,,
573,395,Raphaël Varane,DEF,Manchester Utd,a,4.9,44,2.1,,1370,16,2.0,1,0.81,0.05,1.17,0.07,23,1.51,27.29,1.79,0,0.36,0.02,2,0,0.0,3,0.2,2,0.2,85.0,35.3,356.2,,,
574,396,Marcus Rashford,MID,Manchester Utd,a,8.4,108,9.5,,2264,26,3.3,7,7.13,0.28,9.93,0.39,37,1.47,48.29,1.92,3,2.8,0.11,2,0,0.0,7,0.28,0,0.5,672.0,358.6,453.2,3.0,2.0,
